当前股票 603733 股票名字 仙鹤股份 评级为: A- .............. i =1 , i的余数为 1
当前股票 300207 股票名字 欣旺达 评级为: A- .............. i =2885 , i的余数为 1
当前股票 002887 股票名字 绿茵生态 评级为: B  .............. i =2886 , i的余数为 0
当前股票 000679 股票名字 大连友谊 评级为: B  .............. i =2887 , i的余数为 1
当前股票 002389 股票名字 南洋科技 评级为: B  .............. i =2888 , i的余数为 0
当前股票 000968 股票名字 蓝焰控股 评级为: B  .............. i =2889 , i的余数为 1
当前股票 300021 股票名字 大禹节水 评级为: B+ .............. i =2890 , i的余数为 0
当前股票 300308 股票名字 中际旭创 评级为: A- .............. i =2891 , i的余数为 1
当前股票 002497 股票名字 雅化集团 评级为: A  .............. i =2892 , i的余数为 0
当前股票 002027 股票名字 分众传媒 评级为: A+ .............. i =2893 , i的余数为 1
当前股票 300445 股票名字 康斯特 评级为: B  .............. i =2894 , i的余数为 0
当前股票 002379 股票名字 宏创控股 评级为: B- .............. i =2895 , i的余数为 1
当前股票 601388 股票名字 怡球资源 评级为: B  .............. i =2896 , i的余数为 0
当前股票 300110 股票名字 华仁药业 评级为: B+ .............. i =2897 , i的余数为 1
当前股票 300558 股票名字 贝达药业 评级为: A  .............. i =2898 , i的余数为 0
当前股票 000997 股票名字 新大陆 评级为: A  .............. i =2899 , i的余数为 1
当前股票 601003 股票名字 柳钢股份 评级为: A  .............. i =2900 , i的余数为 0
当前股票 002659 股票名字 凯文教育 评级为: B- .............. i =2901 , i的余数为 1
当前股票 600590 股票名字 泰豪科技 评级为: B  .............. i =2902 , i的余数为 0
当前股票 300300 股票名字 汉鼎宇佑 评级为: C+ .............. i =2903 , i的余数为 1
当前股票 300446 股票名字 乐凯新材 评级为: B  .............. i =2904 , i的余数为 0
当前股票 600720 股票名字 祁连山 评级为: A- .............. i =2905 , i的余数为 1
当前股票 300492 股票名字 山鼎设计 评级为: B  .............. i =2906 , i的余数为 0
当前股票 000975 股票名字 银泰资源 评级为: B+ .............. i =2907 , i的余数为 1
当前股票 002886 股票名字 沃特股份 评级为: B+ .............. i =2908 , i的余数为 0
当前股票 600272 股票名字 开开实业 评级为: B+ .............. i =2909 , i的余数为 1
当前股票 300017 股票名字 网宿科技 评级为: A  .............. i =2910 , i的余数为 0
当前股票 300296 股票名字 利亚德 评级为: A+ .............. i =2911 , i的余数为 1
当前股票 600847 股票名字 *ST万里 评级为: D- .............. i =2912 , i的余数为 0
当前股票 000721 股票名字 西安饮食 评级为: C- .............. i =2913 , i的余数为 1
当前股票 603113 股票名字 金能科技 评级为: A  .............. i =2914 , i的余数为 0
当前股票 300367 股票名字 东方网力 评级为: A- .............. i =2915 , i的余数为 1
当前股票 002846 股票名字 英联股份 评级为: B- .............. i =2916 , i的余数为 0
当前股票 002576 股票名字 通达动力 评级为: B- .............. i =2917 , i的余数为 1
当前股票 002789 股票名字 建艺集团 评级为: D- .............. i =2918 , i的余数为 0
当前股票 600810 股票名字 神马股份 评级为: B- .............. i =2919 , i的余数为 1
当前股票 002880 股票名字 卫光生物 评级为: B  .............. i =2920 , i的余数为 0
当前股票 002920 股票名字 德赛西威 评级为: A  .............. i =2921 , i的余数为 1
当前股票 600652 股票名字 游久游戏 评级为: B- .............. i =2922 , i的余数为 0
当前股票 600295 股票名字 鄂尔多斯 评级为: B- .............. i =2923 , i的余数为 1
当前股票 601798 股票名字 蓝科高新 评级为: D+ .............. i =2924 , i的余数为 0
当前股票 300608 股票名字 思特奇 评级为: B+ .............. i =2925 , i的余数为 1
当前股票 603990 股票名字 麦迪科技 评级为: A  .............. i =2926 , i的余数为 0
当前股票 300525 股票名字 博思软件 评级为: B  .............. i =2927 , i的余数为 1
当前股票 002566 股票名字 益盛药业 评级为: C+ .............. i =2928 , i的余数为 0
当前股票 002518 股票名字 科士达 评级为: D- .............. i =2929 , i的余数为 1
当前股票 002159 股票名字 三特索道 评级为: B  .............. i =2930 , i的余数为 0
当前股票 603278 股票名字 大业股份 评级为: B+ .............. i =2931 , i的余数为 1
当前股票 600883 股票名字 博闻科技 评级为: B- .............. i =2932 , i的余数为 0
当前股票 600838 股票名字 上海九百 评级为: B- .............. i =2933 , i的余数为 1
当前股票 300243 股票名字 瑞丰高材 评级为: B+ .............. i =2934 , i的余数为 0
当前股票 600593 股票名字 大连圣亚 评级为: B  .............. i =2935 , i的余数为 1
当前股票 600366 股票名字 宁波韵升 评级为: B+ .............. i =2936 , i的余数为 0
当前股票 002777 股票名字 久远银海 评级为: A  .............. i =2937 , i的余数为 1
当前股票 603117 股票名字 万林股份 评级为: B  .............. i =2938 , i的余数为 0
当前股票 600845 股票名字 宝信软件 评级为: A  .............. i =2939 , i的余数为 1
当前股票 603619 股票名字 中曼石油 评级为: A  .............. i =2940 , i的余数为 0
当前股票 603578 股票名字 三星新材 评级为: B  .............. i =2941 , i的余数为 1
当前股票 002232 股票名字 启明信息 评级为: B  .............. i =2942 , i的余数为 0
当前股票 002926 股票名字 华西证券 评级为: B  .............. i =2943 , i的余数为 1
当前股票 002802 股票名字 洪汇新材 评级为: B+ .............. i =2944 , i的余数为 0
当前股票 002473 股票名字 *ST圣莱 评级为: D+ .............. i =2945 , i的余数为 1
当前股票 600645 股票名字 中源协和 评级为: B- .............. i =2946 , i的余数为 0
当前股票 300471 股票名字 厚普股份 评级为: B- .............. i =2947 , i的余数为 1
当前股票 002078 股票名字 太阳纸业 评级为: A+ .............. i =2948 , i的余数为 0
当前股票 603133 股票名字 碳元科技 评级为: A- .............. i =2949 , i的余数为 1
当前股票 603277 股票名字 银都股份 评级为: A- .............. i =2950 , i的余数为 0
当前股票 002517 股票名字 恺英网络 评级为: A+ .............. i =2951 , i的余数为 1
当前股票 603976 股票名字 正川股份 评级为: B+ .............. i =2952 , i的余数为 0
当前股票 300539 股票名字 横河模具 评级为: B- .............. i =2953 , i的余数为 1
当前股票 300027 股票名字 华谊兄弟 评级为: D- .............. i =2954 , i的余数为 0
当前股票 600888 股票名字 新疆众和 评级为: C+ .............. i =2955 , i的余数为 1
当前股票 000860 股票名字 顺鑫农业 评级为: A  .............. i =2956 , i的余数为 0
当前股票 603918 股票名字 金桥信息 评级为: B  .............. i =2957 , i的余数为 1
当前股票 600595 股票名字 中孚实业 评级为: C- .............. i =2958 , i的余数为 0
当前股票 002430 股票名字 杭氧股份 评级为: B  .............. i =2959 , i的余数为 1
当前股票 002733 股票名字 雄韬股份 评级为: D- .............. i =2960 , i的余数为 0
当前股票 600507 股票名字 方大特钢 评级为: A+ .............. i =2961 , i的余数为 1
当前股票 002368 股票名字 太极股份 评级为: B+ .............. i =2962 , i的余数为 0
当前股票 601881 股票名字 中国银河 评级为: B- .............. i =2963 , i的余数为 1
当前股票 000710 股票名字 贝瑞基因 评级为: B  .............. i =2964 , i的余数为 0
当前股票 002280 股票名字 联络互动 评级为: B- .............. i =2965 , i的余数为 1
当前股票 002365 股票名字 永安药业 评级为: B+ .............. i =2966 , i的余数为 0
当前股票 603026 股票名字 石大胜华 评级为: B+ .............. i =2967 , i的余数为 1
当前股票 300549 股票名字 优德精密 评级为: A  .............. i =2968 , i的余数为 0
当前股票 603626 股票名字 科森科技 评级为: A  .............. i =2969 , i的余数为 1
当前股票 300515 股票名字 三德科技 评级为: B  .............. i =2970 , i的余数为 0
当前股票 601108 股票名字 财通证券 评级为: B- .............. i =2971 , i的余数为 1
当前股票 603179 股票名字 新泉股份 评级为: A+ .............. i =2972 , i的余数为 0
当前股票 300254 股票名字 仟源医药 评级为: B- .............. i =2973 , i的余数为 1
当前股票 300374 股票名字 恒通科技 评级为: A- .............. i =2974 , i的余数为 0
当前股票 002785 股票名字 万里石 评级为: B  .............. i =2975 , i的余数为 1
当前股票 000980 股票名字 众泰汽车 评级为: B  .............. i =2976 , i的余数为 0
当前股票 300275 股票名字 梅安森 评级为: C  .............. i =2977 , i的余数为 1
当前股票 002425 股票名字 凯撒文化 评级为: B  .............. i =2978 , i的余数为 0
当前股票 300557 股票名字 理工光科 评级为: A  .............. i =2979 , i的余数为 1
当前股票 002645 股票名字 华宏科技 评级为: B- .............. i =2980 , i的余数为 0
当前股票 300269 股票名字 联建光电 评级为: B+ .............. i =2981 , i的余数为 1
当前股票 300585 股票名字 奥联电子 评级为: A  .............. i =2982 , i的余数为 0
当前股票 002787 股票名字 华源控股 评级为: A  .............. i =2983 , i的余数为 1
当前股票 002454 股票名字 松芝股份 评级为: B  .............. i =2984 , i的余数为 0
当前股票 300422 股票名字 博世科 评级为: B+ .............. i =2985 , i的余数为 1
当前股票 000513 股票名字 丽珠集团 评级为: A+ .............. i =2986 , i的余数为 0
当前股票 603527 股票名字 众源新材 评级为: B+ .............. i =2987 , i的余数为 1
当前股票 603356 股票名字 华菱精工 评级为: A- .............. i =2988 , i的余数为 0
当前股票 002600 股票名字 领益智造 评级为: A- .............. i =2989 , i的余数为 1
当前股票 603916 股票名字 苏博特 评级为: B  .............. i =2990 , i的余数为 0
当前股票 603725 股票名字 天安新材 评级为: B- .............. i =2991 , i的余数为 1
当前股票 601838 股票名字 成都银行 评级为: B+ .............. i =2992 , i的余数为 0
当前股票 300363 股票名字 博腾股份 评级为: B+ .............. i =2993 , i的余数为 1
当前股票 300050 股票名字 世纪鼎利 评级为: B  .............. i =2994 , i的余数为 0
当前股票 000426 股票名字 兴业矿业 评级为: A  .............. i =2995 , i的余数为 1
当前股票 600138 股票名字 中青旅 评级为: A  .............. i =2996 , i的余数为 0
当前股票 600527 股票名字 江南高纤 评级为: B- .............. i =2997 , i的余数为 1
当前股票 603396 股票名字 金辰股份 评级为: B  .............. i =2998 , i的余数为 0
当前股票 600219 股票名字 南山铝业 评级为: B  .............. i =2999 , i的余数为 1
当前股票 002648 股票名字 卫星石化 评级为: A  .............. i =3000 , i的余数为 0
当前股票 000010 股票名字 美丽生态 评级为: B- .............. i =3001 , i的余数为 1
当前股票 600493 股票名字 凤竹纺织 评级为: B  .............. i =3002 , i的余数为 0
当前股票 000869 股票名字 张裕Ａ 评级为: B+ .............. i =3003 , i的余数为 1
当前股票 000761 股票名字 本钢板材 评级为: B  .............. i =3004 , i的余数为 0
当前股票 300658 股票名字 延江股份 评级为: A  .............. i =3005 , i的余数为 1
当前股票 300384 股票名字 三联虹普 评级为: B  .............. i =3006 , i的余数为 0
当前股票 600419 股票名字 天润乳业 评级为: A  .............. i =3007 , i的余数为 1
当前股票 603321 股票名字 梅轮电梯 评级为: B  .............. i =3008 , i的余数为 0
当前股票 603269 股票名字 海鸥股份 评级为: B+ .............. i =3009 , i的余数为 1
当前股票 002906 股票名字 华阳集团 评级为: B  .............. i =3010 , i的余数为 0
当前股票 002264 股票名字 新华都 评级为: B- .............. i =3011 , i的余数为 1
当前股票 000935 股票名字 四川双马 评级为: A  .............. i =3012 , i的余数为 0
当前股票 000488 股票名字 晨鸣纸业 评级为: A  .............. i =3013 , i的余数为 1
当前股票 002410 股票名字 广联达 评级为: A+ .............. i =3014 , i的余数为 0
当前股票 300083 股票名字 劲胜智能 评级为: B  .............. i =3015 , i的余数为 1
当前股票 300489 股票名字 中飞股份 评级为: B- .............. i =3016 , i的余数为 0
当前股票 300559 股票名字 佳发安泰 评级为: A  .............. i =3017 , i的余数为 1
当前股票 300424 股票名字 航新科技 评级为: A- .............. i =3018 , i的余数为 0
当前股票 600321 股票名字 *ST正源 评级为: C+ .............. i =3019 , i的余数为 1
当前股票 603615 股票名字 茶花股份 评级为: B- .............. i =3020 , i的余数为 0
当前股票 300241 股票名字 瑞丰光电 评级为: B+ .............. i =3021 , i的余数为 1
当前股票 300503 股票名字 昊志机电 评级为: A- .............. i =3022 , i的余数为 0
当前股票 300534 股票名字 陇神戎发 评级为: B- .............. i =3023 , i的余数为 1
当前股票 300437 股票名字 清水源 评级为: B+ .............. i =3024 , i的余数为 0
当前股票 002760 股票名字 凤形股份 评级为: C  .............. i =3025 , i的余数为 1
当前股票 002048 股票名字 宁波华翔 评级为: A+ .............. i =3026 , i的余数为 0
当前股票 600727 股票名字 鲁北化工 评级为: B  .............. i =3027 , i的余数为 1
当前股票 002456 股票名字 欧菲科技 评级为: A  .............. i =3028 , i的余数为 0
当前股票 603086 股票名字 先达股份 评级为: A  .............. i =3029 , i的余数为 1
当前股票 002670 股票名字 国盛金控 评级为: C- .............. i =3030 , i的余数为 0
当前股票 300405 股票名字 科隆股份 评级为: B- .............. i =3031 , i的余数为 1
当前股票 000572 股票名字 海马汽车 评级为: D+ .............. i =3032 , i的余数为 0
当前股票 002149 股票名字 西部材料 评级为: A- .............. i =3033 , i的余数为 1
当前股票 603900 股票名字 莱绅通灵 评级为: A  .............. i =3034 , i的余数为 0
当前股票 000693 股票名字 *ST华泽 评级为: C- .............. i =3035 , i的余数为 1
当前股票 002910 股票名字 庄园牧场 评级为: C+ .............. i =3036 , i的余数为 0
当前股票 000525 股票名字 红太阳 评级为: A  .............. i =3037 , i的余数为 1
当前股票 300443 股票名字 金雷风电 评级为: D- .............. i =3038 , i的余数为 0
当前股票 002440 股票名字 闰土股份 评级为: A  .............. i =3039 , i的余数为 1
当前股票 603101 股票名字 汇嘉时代 评级为: B  .............. i =3040 , i的余数为 0
当前股票 600901 股票名字 江苏租赁 评级为: B+ .............. i =3041 , i的余数为 1
当前股票 603458 股票名字 勘设股份 评级为: A  .............. i =3042 , i的余数为 0
当前股票 000953 股票名字 *ST河化 评级为: C- .............. i =3043 , i的余数为 1
当前股票 300436 股票名字 广生堂 评级为: B- .............. i =3044 , i的余数为 0
当前股票 600511 股票名字 国药股份 评级为: A  .............. i =3045 , i的余数为 1
当前股票 600306 股票名字 商业城 评级为: B- .............. i =3046 , i的余数为 0
当前股票 603716 股票名字 塞力斯 评级为: A  .............. i =3047 , i的余数为 1
当前股票 600732 股票名字 ST新梅 评级为: B  .............. i =3048 , i的余数为 0
当前股票 603380 股票名字 易德龙 评级为: B  .............. i =3049 , i的余数为 1
当前股票 600581 股票名字 八一钢铁 评级为: A  .............. i =3050 , i的余数为 0
当前股票 600636 股票名字 *ST爱富 评级为: B  .............. i =3051 , i的余数为 1
当前股票 600267 股票名字 海正药业 评级为: B  .............. i =3052 , i的余数为 0
当前股票 300268 股票名字 佳沃股份 评级为: D  .............. i =3053 , i的余数为 1
当前股票 600449 股票名字 宁夏建材 评级为: B  .............. i =3054 , i的余数为 0
当前股票 600135 股票名字 乐凯胶片 评级为: B+ .............. i =3055 , i的余数为 1
当前股票 600359 股票名字 新农开发 评级为: C- .............. i =3056 , i的余数为 0
当前股票 000755 股票名字 *ST三维 评级为: D  .............. i =3057 , i的余数为 1
当前股票 300356 股票名字 光一科技 评级为: B- .............. i =3058 , i的余数为 0
当前股票 603331 股票名字 百达精工 评级为: B  .............. i =3059 , i的余数为 1
当前股票 603023 股票名字 威帝股份 评级为: C+ .............. i =3060 , i的余数为 0
当前股票 002427 股票名字 ST尤夫 评级为: B+ .............. i =3061 , i的余数为 1
当前股票 300365 股票名字 恒华科技 评级为: A+ .............. i =3062 , i的余数为 0
当前股票 603879 股票名字 永悦科技 评级为: B+ .............. i =3063 , i的余数为 1
当前股票 600029 股票名字 南方航空 评级为: A  .............. i =3064 , i的余数为 0
当前股票 600259 股票名字 广晟有色 评级为: B- .............. i =3065 , i的余数为 1
当前股票 300324 股票名字 旋极信息 评级为: A  .............. i =3066 , i的余数为 0
当前股票 002604 股票名字 ST龙力 评级为: C  .............. i =3067 , i的余数为 1
当前股票 600523 股票名字 贵航股份 评级为: A- .............. i =3068 , i的余数为 0
当前股票 600354 股票名字 敦煌种业 评级为: C- .............. i =3069 , i的余数为 1
当前股票 300059 股票名字 东方财富 评级为: B  .............. i =3070 , i的余数为 0
当前股票 000908 股票名字 景峰医药 评级为: B  .............. i =3071 , i的余数为 1
当前股票 603721 股票名字 中广天择 评级为: D- .............. i =3072 , i的余数为 0
当前股票 300115 股票名字 长盈精密 评级为: A  .............. i =3073 , i的余数为 1
当前股票 300293 股票名字 蓝英装备 评级为: B- .............. i =3074 , i的余数为 0
当前股票 300349 股票名字 金卡智能 评级为: A  .............. i =3075 , i的余数为 1
当前股票 603258 股票名字 电魂网络 评级为: B+ .............. i =3076 , i的余数为 0
当前股票 002334 股票名字 英威腾 评级为: B+ .............. i =3077 , i的余数为 1
当前股票 002638 股票名字 勤上股份 评级为: B  .............. i =3078 , i的余数为 0
当前股票 002878 股票名字 元隆雅图 评级为: A  .............. i =3079 , i的余数为 1
当前股票 300709 股票名字 精研科技 评级为: A  .............. i =3080 , i的余数为 0
当前股票 002434 股票名字 万里扬 评级为: A- .............. i =3081 , i的余数为 1
当前股票 600213 股票名字 亚星客车 评级为: C  .............. i =3082 , i的余数为 0
当前股票 603633 股票名字 徕木股份 评级为: A  .............. i =3083 , i的余数为 1
当前股票 603239 股票名字 浙江仙通 评级为: B+ .............. i =3084 , i的余数为 0
当前股票 002882 股票名字 金龙羽 评级为: B  .............. i =3085 , i的余数为 1
当前股票 300469 股票名字 信息发展 评级为: A- .............. i =3086 , i的余数为 0
当前股票 600095 股票名字 哈高科 评级为: B- .............. i =3087 , i的余数为 1
当前股票 600152 股票名字 维科精华 评级为: B- .............. i =3088 , i的余数为 0
当前股票 603809 股票名字 豪能股份 评级为: A- .............. i =3089 , i的余数为 1
当前股票 603669 股票名字 灵康药业 评级为: A- .............. i =3090 , i的余数为 0
当前股票 002382 股票名字 蓝帆医疗 评级为: A- .............. i =3091 , i的余数为 1
当前股票 000830 股票名字 鲁西化工 评级为: A+ .............. i =3092 , i的余数为 0
当前股票 300127 股票名字 银河磁体 评级为: B+ .............. i =3093 , i的余数为 1
当前股票 300251 股票名字 光线传媒 评级为: D  .............. i =3094 , i的余数为 0
当前股票 300162 股票名字 雷曼股份 评级为: C+ .............. i =3095 , i的余数为 1
当前股票 300417 股票名字 南华仪器 评级为: B  .............. i =3096 , i的余数为 0
当前股票 300547 股票名字 川环科技 评级为: A  .............. i =3097 , i的余数为 1
当前股票 300573 股票名字 兴齐眼药 评级为: A  .............. i =3098 , i的余数为 0
当前股票 300209 股票名字 天泽信息 评级为: B  .............. i =3099 , i的余数为 1
当前股票 000612 股票名字 焦作万方 评级为: B  .............. i =3100 , i的余数为 0
当前股票 600985 股票名字 雷鸣科化 评级为: A  .............. i =3101 , i的余数为 1
当前股票 300609 股票名字 汇纳科技 评级为: B+ .............. i =3102 , i的余数为 0
当前股票 002452 股票名字 长高集团 评级为: B- .............. i =3103 , i的余数为 1
当前股票 603183 股票名字 建研院 评级为: B  .............. i =3104 , i的余数为 0
当前股票 300107 股票名字 建新股份 评级为: B- .............. i =3105 , i的余数为 1
当前股票 600742 股票名字 一汽富维 评级为: A  .............. i =3106 , i的余数为 0
当前股票 603598 股票名字 引力传媒 评级为: B  .............. i =3107 , i的余数为 1
当前股票 603039 股票名字 泛微网络 评级为: A  .............. i =3108 , i的余数为 0
当前股票 603157 股票名字 拉夏贝尔 评级为: B+ .............. i =3109 , i的余数为 1
当前股票 000790 股票名字 泰合健康 评级为: B- .............. i =3110 , i的余数为 0
当前股票 600780 股票名字 通宝能源 评级为: B- .............. i =3111 , i的余数为 1
当前股票 300615 股票名字 欣天科技 评级为: B- .............. i =3112 , i的余数为 0
当前股票 603363 股票名字 傲农生物 评级为: B  .............. i =3113 , i的余数为 1
当前股票 000732 股票名字 泰禾集团 评级为: B+ .............. i =3114 , i的余数为 0
当前股票 603685 股票名字 晨丰科技 评级为: A  .............. i =3115 , i的余数为 1
当前股票 002009 股票名字 天奇股份 评级为: A  .............. i =3116 , i的余数为 0
当前股票 300602 股票名字 飞荣达 评级为: A+ .............. i =3117 , i的余数为 1
当前股票 300331 股票名字 苏大维格 评级为: B  .............. i =3118 , i的余数为 0
当前股票 300593 股票名字 新雷能 评级为: D- .............. i =3119 , i的余数为 1
当前股票 300566 股票名字 激智科技 评级为: B+ .............. i =3120 , i的余数为 0
当前股票 300246 股票名字 宝莱特 评级为: B  .............. i =3121 , i的余数为 1
当前股票 300453 股票名字 三鑫医疗 评级为: B  .............. i =3122 , i的余数为 0
当前股票 603917 股票名字 合力科技 评级为: A- .............. i =3123 , i的余数为 1
当前股票 300643 股票名字 万通智控 评级为: B+ .............. i =3124 , i的余数为 0
当前股票 603767 股票名字 中马传动 评级为: B+ .............. i =3125 , i的余数为 1
当前股票 300736 股票名字 百华悦邦 评级为: C+ .............. i =3126 , i的余数为 0
当前股票 002241 股票名字 歌尔股份 评级为: A  .............. i =3127 , i的余数为 1
当前股票 002289 股票名字 宇顺电子 评级为: C  .............. i =3128 , i的余数为 0
当前股票 300707 股票名字 威唐工业 评级为: A  .............. i =3129 , i的余数为 1
当前股票 603505 股票名字 金石资源 评级为: B+ .............. i =3130 , i的余数为 0
当前股票 600860 股票名字 京城股份 评级为: B- .............. i =3131 , i的余数为 1
当前股票 603579 股票名字 荣泰健康 评级为: A+ .............. i =3132 , i的余数为 0
当前股票 002261 股票名字 拓维信息 评级为: B- .............. i =3133 , i的余数为 1
当前股票 300216 股票名字 千山药机 评级为: B  .............. i =3134 , i的余数为 0
当前股票 300645 股票名字 正元智慧 评级为: B- .............. i =3135 , i的余数为 1
当前股票 300678 股票名字 中科信息 评级为: B- .............. i =3136 , i的余数为 0
当前股票 300279 股票名字 和晶科技 评级为: A- .............. i =3137 , i的余数为 1
当前股票 300683 股票名字 海特生物 评级为: B+ .............. i =3138 , i的余数为 0
当前股票 300652 股票名字 雷迪克 评级为: B  .............. i =3139 , i的余数为 1
当前股票 000996 股票名字 中国中期 评级为: C+ .............. i =3140 , i的余数为 0
当前股票 300536 股票名字 农尚环境 评级为: B+ .............. i =3141 , i的余数为 1
当前股票 600408 股票名字 安泰集团 评级为: C- .............. i =3142 , i的余数为 0
当前股票 002827 股票名字 高争民爆 评级为: A  .............. i =3143 , i的余数为 1
当前股票 300442 股票名字 普丽盛 评级为: C+ .............. i =3144 , i的余数为 0
当前股票 300565 股票名字 科信技术 评级为: B- .............. i =1 , i的余数为 1
当前股票 300235 股票名字 方直科技 评级为: B- .............. i =2 , i的余数为 0
当前股票 603963 股票名字 大理药业 评级为: B  .............. i =3 , i的余数为 1
当前股票 600207 股票名字 安彩高科 评级为: C+ .............. i =4 , i的余数为 0
当前股票 603032 股票名字 德新交运 评级为: B  .............. i =5 , i的余数为 1
当前股票 601198 股票名字 东兴证券 评级为: B  .............. i =6 , i的余数为 0
当前股票 300467 股票名字 迅游科技 评级为: B+ .............. i =7 , i的余数为 1
当前股票 002680 股票名字 长生生物 评级为: B+ .............. i =8 , i的余数为 0
当前股票 300743 股票名字 F-- 评级为:  .............. i =9 , i的余数为 1
当前股票 600432 股票名字 *ST吉恩 评级为: C- .............. i =10 , i的余数为 0
当前股票 603348 股票名字 文灿股份 评级为:  .............. i =11 , i的余数为 1
当前股票 300036 股票名字 超图软件 评级为: B+ .............. i =12 , i的余数为 0
当前股票 002353 股票名字 杰瑞股份 评级为: B- .............. i =13 , i的余数为 1
当前股票 002873 股票名字 新天药业 评级为: A  .............. i =14 , i的余数为 0
当前股票 300738 股票名字 奥飞数据 评级为: C+ .............. i =15 , i的余数为 1
当前股票 000735 股票名字 罗牛山 评级为: B  .............. i =16 , i的余数为 0
当前股票 300635 股票名字 达安股份 评级为: B- .............. i =17 , i的余数为 1
当前股票 603798 股票名字 康普顿 评级为: A  .............. i =18 , i的余数为 0
当前股票 600896 股票名字 览海投资 评级为: C- .............. i =19 , i的余数为 1
当前股票 600618 股票名字 氯碱化工 评级为: A  .............. i =20 , i的余数为 0
当前股票 300412 股票名字 迦南科技 评级为: B  .............. i =21 , i的余数为 1
当前股票 603496 股票名字 恒为科技 评级为: A  .............. i =22 , i的余数为 0
当前股票 002879 股票名字 长缆科技 评级为: B  .............. i =23 , i的余数为 1
当前股票 002885 股票名字 京泉华 评级为: B+ .............. i =24 , i的余数为 0
当前股票 600552 股票名字 凯盛科技 评级为: B  .............. i =25 , i的余数为 1
当前股票 603058 股票名字 永吉股份 评级为: A- .............. i =26 , i的余数为 0
当前股票 603022 股票名字 新通联 评级为: C+ .............. i =27 , i的余数为 1
当前股票 002369 股票名字 卓翼科技 评级为: B  .............. i =28 , i的余数为 0
当前股票 002134 股票名字 天津普林 评级为: B  .............. i =29 , i的余数为 1
当前股票 600216 股票名字 浙江医药 评级为: B+ .............. i =30 , i的余数为 0
当前股票 300650 股票名字 太龙照明 评级为: A  .............. i =31 , i的余数为 1
当前股票 300700 股票名字 岱勒新材 评级为: A  .............. i =32 , i的余数为 0
当前股票 300581 股票名字 晨曦航空 评级为: B  .............. i =33 , i的余数为 1
当前股票 002929 股票名字 润建通信 评级为: C+ .............. i =34 , i的余数为 0
当前股票 300632 股票名字 光莆股份 评级为: A  .............. i =35 , i的余数为 1
当前股票 600699 股票名字 均胜电子 评级为: A  .............. i =36 , i的余数为 0
当前股票 002837 股票名字 英维克 评级为: A  .............. i =37 , i的余数为 1
当前股票 002237 股票名字 恒邦股份 评级为: B+ .............. i =38 , i的余数为 0
当前股票 600588 股票名字 用友网络 评级为: A- .............. i =39 , i的余数为 1
当前股票 300687 股票名字 赛意信息 评级为: B+ .............. i =40 , i的余数为 0
当前股票 300181 股票名字 佐力药业 评级为: C+ .............. i =41 , i的余数为 1
当前股票 002864 股票名字 盘龙药业 评级为: B+ .............. i =42 , i的余数为 0
当前股票 300548 股票名字 博创科技 评级为: A+ .............. i =43 , i的余数为 1
当前股票 002329 股票名字 皇氏集团 评级为: C+ .............. i =44 , i的余数为 0
当前股票 300712 股票名字 永福股份 评级为: B  .............. i =45 , i的余数为 1
当前股票 002865 股票名字 钧达股份 评级为: B  .............. i =46 , i的余数为 0
当前股票 300494 股票名字 盛天网络 评级为: C+ .............. i =47 , i的余数为 1
当前股票 600802 股票名字 福建水泥 评级为: C- .............. i =48 , i的余数为 0
当前股票 603922 股票名字 金鸿顺 评级为: B  .............. i =49 , i的余数为 1
当前股票 603912 股票名字 佳力图 评级为: A- .............. i =50 , i的余数为 0
当前股票 002922 股票名字 伊戈尔 评级为: B+ .............. i =51 , i的余数为 1
当前股票 300605 股票名字 恒锋信息 评级为: B  .............. i =52 , i的余数为 0
当前股票 000819 股票名字 岳阳兴长 评级为: D+ .............. i =53 , i的余数为 1
当前股票 600260 股票名字 凯乐科技 评级为: A  .............. i =54 , i的余数为 0
当前股票 601118 股票名字 海南橡胶 评级为: C  .............. i =55 , i的余数为 1
当前股票 300723 股票名字 一品红 评级为: A- .............. i =56 , i的余数为 0
当前股票 002912 股票名字 中新赛克 评级为: B+ .............. i =57 , i的余数为 1
当前股票 300249 股票名字 依米康 评级为: C  .............. i =58 , i的余数为 0
当前股票 603978 股票名字 深圳新星 评级为: A  .............. i =59 , i的余数为 1
当前股票 603286 股票名字 日盈电子 评级为: B+ .............. i =60 , i的余数为 0
当前股票 002909 股票名字 集泰股份 评级为: B  .............. i =61 , i的余数为 1
当前股票 002373 股票名字 千方科技 评级为: A- .............. i =62 , i的余数为 0
当前股票 603933 股票名字 睿能科技 评级为: B+ .............. i =63 , i的余数为 1
当前股票 002831 股票名字 裕同科技 评级为: A  .............. i =64 , i的余数为 0
当前股票 002824 股票名字 和胜股份 评级为: B+ .............. i =65 , i的余数为 1
当前股票 603722 股票名字 阿科力 评级为: B  .............. i =66 , i的余数为 0
当前股票 000701 股票名字 厦门信达 评级为: B  .............. i =67 , i的余数为 1
当前股票 300509 股票名字 新美星 评级为: A- .............. i =68 , i的余数为 0
当前股票 300715 股票名字 凯伦股份 评级为: B  .............. i =69 , i的余数为 1
当前股票 600109 股票名字 国金证券 评级为: B- .............. i =70 , i的余数为 0
当前股票 002871 股票名字 伟隆股份 评级为: A+ .............. i =71 , i的余数为 1
当前股票 300740 股票名字 御家汇 评级为: A+ .............. i =72 , i的余数为 0
